text,clean_text
"@CDCgov How many children will it take suffering from severe side effects before you stop promoting this horrendous shot?  Seriously how many?
Please just stop now too many have already had side effects and in some cases even death.😞",how many children will it take suffering from severe side effects before you stop promoting this horrendous shot seriously how many please just stop now too many have already had side effects and in some cases even death
@CDCgov RIP Kimberley Kitching. Fully vaccinated and fully dead. https://t.co/6DXy90a4Z4,rip kimberley kitching fully vaccinated and fully dead
@CDCgov Defund the CDC! Nothing but paid off assholes!,defund the cdc nothing but paid off assholes
"@CDCgov The study was on ALREADY hospitalized patients aged 5-17.

Chances of hospitalization are minuscule in this age cohort. Only 5,818 hospitalizations age 5-17 with Covid in past 2 years 2020-2022

No difference in recovery or outcomes documented vax vs unvax in the study group.",the study was on already hospitalized patients aged chances of hospitalization are minuscule in this age cohort only hospitalizations age with covid in past years no difference in recovery or outcomes documented vax vs unvax in the study group
"@CDCgov Now, tell us how likely are they to develop severe conditions when getting C19 without jabs! Fraction of percentage?!!!",now tell us how likely are they to develop severe conditions when getting c without jabs fraction of percentage
"@CDCgov I dont think kids should risk taking cov19 vaccine because they need more data studies.  They are causing way to many side effects for older people, we have been ginnie pigs for china. We need to be making our own meds and taking care of Americans. It's not safe.",i dont think kids should risk taking cov vaccine because they need more data studies they are causing way to many side effects for older people we have been ginnie pigs for china we need to be making our own meds and taking care of americans its not safe
@CDCgov @HHSGov They are more likely to develop a serious condition called death.,they are more likely to develop a serious condition called death
"@CDCgov Go 🤬 yourself liars!
Your BS vaccines &amp; boosters don't work! https://t.co/FY9Cn2E0uZ",go yourself liars your bs vaccines amp boosters dont work
@CDCgov Nobody trusts you. Your just a vax company,nobody trusts you your just a vax company
"@CDCgov New case reports find kids 5–18y vaccinated w/2 doses of Pfizer COVID-19 vaccine,more likely to develop MIS-C,a severe condition that can affect many organs Children 6m &amp; older should avoid all recommended doses of #COVID19 vaccine.
https://t.co/Y5GRN15ShD
https://t.co/XWAtabKgs0 https://t.co/pbaz3MTHk9",new case reports find kids y vaccinated w doses of pfizer covid vaccinemore likely to develop misca severe condition that can affect many organs children m amp older should avoid all recommended doses of covid vaccine
@CDCgov The CDC has absolutely zero credibility left. 🤡🤡🤡,the cdc has absolutely zero credibility left
@CDCgov By injecting politics into the scientific process your establishment did immense harm to public health.,by injecting politics into the scientific process your establishment did immense harm to public health
@CDCgov Can you explain how this guy was selected to oversee Monkeypox?? https://t.co/zAl6maXG2A,can you explain how this guy was selected to oversee monkeypox
@CDCgov 5 mice said the vaccine works.,mice said the vaccine works
"@CDCgov Because let’s forget about the study showing a 28-29% rate of varying cardiac signals in 300 children in Thailand.. considering our passive reporting system, and general practice of not reporting; your numbers are often lies. Extremely Inflated efficacy, Greatly reduced risk",because lets forget about the study showing a rate of varying cardiac signals in children in thailand considering our passive reporting system and general practice of not reporting your numbers are often lies extremely inflated efficacy greatly reduced risk
@CDCgov FU€K the POISON that almost KILLED me. A FRAUD to make MAXIMUM PROFIT. KNOW THE TRUTH. Your Government is LYING TO YOU. A$$H0£€ GOVERNMENT,fuk the poison that almost killed me a fraud to make maximum profit know the truth your government is lying to you ah government
@CDCgov FU€K the POISON that almost KILLED me. A FRAUD to make MAXIMUM PROFIT. KNOW THE TRUTH. Your Government is LYING TO YOU. A$$H0£€ GOVERNMENT.,fuk the poison that almost killed me a fraud to make maximum profit know the truth your government is lying to you ah government
"@CDCgov 70 percent chance of long term fatal conditions too, but we won't talk about that, get vaxxed quickly against a virus with 99 percent survival rate",percent chance of long term fatal conditions too but we wont talk about that get vaxxed quickly against a virus with percent survival rate
@CDCgov This virus is so abhorrent and has wreaked havoc on my family and career,this virus is so abhorrent and has wreaked havoc on my family and career
@CDCgov Liars! You have zero credibility and your agenda is evil.,liars you have zero credibility and your agenda is evil
"@CDCgov The fake dr Barbara Ferrer @lapublichealth says #covid endemicity DOESN’T matter

#FireFerrer 

""Barbara Ferrer Says Covid Endemicity Is Irrelevant"" | Sept 9th 2022 https://t.co/zzAdglzLh1",the fake dr barbara ferrer says covid endemicity doesnt matter fireferrer barbara ferrer says covid endemicity is irrelevant sept th
"@CDCgov The fake dr Barbara Ferrer from #LosAngeles @lapublichealth is going to keep @LASchools kids in a #maskmandate for as long as she 'feels' like it and until she determine risk to be 'super low'

What kind of horseshit 'science' is this

#FireFerrer✊

https://t.co/zzAdglzLh1",the fake dr barbara ferrer from losangeles is going to keep kids in a maskmandate for as long as she feels like it and until she determine risk to be super low what kind of horseshit science is this fireferrer
